Date,Close,High,Low,Open,Volume,Returns,High_Low,Close_Open,RSI,RSI_SMA,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Width,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,Volume_SMA,Volume_Ratio,MOM,ROC,ATR,Target
2025-05-20,1418.932861328125,1439.2517336495314,1416.1440727881434,1432.4787356808251,11270560,-0.011243797996968508,0.016285239063220495,-0.009456248121032029,62.393052498592226,68.50865393986051,42.123157060795165,42.7198131796659,-0.5966561188707331,1492.7195733530452,1388.5293579101562,1284.3391424672673,0.150072758417875,1418.6141723632813,1388.5293579101562,1297.0606640625,1411.679552175909,1369.8055132507839,14744100.35,0.764411509176957,3.6851806640625,0.2603912173403611,29.472902400350357,1
2025-05-21,1423.5145263671875,1430.486680037078,1412.458707007589,1418.235682967954,6136364,0.0032289512519809715,0.012664411002180924,0.003722119999255946,63.114789289358995,67.53141913903792,39.9271510379358,42.16128075131988,-2.2341297133840783,1489.2721309729695,1395.401904296875,1301.5316776207806,0.1345422080721532,1420.9249389648437,1395.401904296875,1302.3853955078125,1413.5003174361057,1373.7839586668138,14398333.2,0.4261857198859657,23.107666015625,1.6500680387858235,28.65540744528883,0
2025-05-22,1403.79345703125,1418.1361984129633,1391.3431818014155,1415.5464438973825,12134466,-0.0138537886130784,0.01908615293606635,-0.008302791417972346,57.958691553086354,66.02610026581623,36.17843251416275,40.964711103888455,-4.786278589725704,1482.6057110827692,1400.850146484375,1319.094581885981,0.11672278409445992,1421.1639892578125,1400.850146484375,1307.0427954101563,1412.006954296897,1376.0068844715868,14481012.1,0.8379570375471201,2.3905029296875,0.17057927005870166,28.906545811037624,1
2025-05-23,1421.124267578125,1428.0964217220903,1401.0045498118507,1401.0045498118507,6474883,0.012345698336225563,0.019063689593035754,0.014360922503054206,60.97583992029929,65.76178313198008,34.211627303958494,39.614094343902465,-5.402467039943971,1473.640765277006,1407.0852478027343,1340.5297303284626,0.09460054759042208,1426.1042724609374,1407.0852478027343,1311.3695166015625,1413.4096178786244,1379.3489128498488,14281309.25,0.45338161135331484,49.40283203125,3.6015207425518003,28.77692624669491,1
2025-05-26,1429.0924072265625,1435.2676949623963,1419.430920923106,1426.3034970063507,4842944,0.005606926734152973,0.01108170049690816,0.0019553413604225557,62.31493810495644,64.84513625561075,32.916442027987614,38.2745638807195,-5.358121852731884,1456.7302249589425,1413.778515625,1370.8268062910574,0.06076158161868024,1425.9349609375,1413.778515625,1315.0547973632813,1415.822354701384,1383.0336161370128,13801905.85,0.35088951139309504,-1.693115234375,-0.11833466356738764,27.852629660451722,0
2025-05-27,1416.44287109375,1431.2836233071982,1408.275539274527,1420.4269591196573,12640414,-0.008851447302390625,0.016243566544201497,-0.002804852442660319,58.86179403589947,64.1226693653397,30.517499775216493,36.7231510596189,-6.205651284402407,1452.621019693487,1416.43291015625,1380.2448006190132,0.051097527144077545,1426.5724243164063,1416.43291015625,1318.7141821289063,1415.917818761748,1385.5083757634377,12878701.75,0.9814975333208567,6.3746337890625,0.45207980865149544,27.506590687038823,0
2025-05-28,1407.279541015625,1416.9409060075968,1405.0882196135674,1414.4508509493858,5944611,-0.0064692549661740095,0.008422410792297472,-0.0050700311919267835,56.42263935596408,63.044781969998816,27.55923094102718,34.89036703590055,-7.331136094873372,1452.0923038553622,1417.0902893066407,1382.0882747579192,0.04939983685280549,1425.427001953125,1417.0902893066407,1322.0130078125,1414.5888529546523,1387.1210546710072,11548983.8,0.5147302224114297,-11.4542236328125,-0.8073553980475601,26.388454666109585,1
2025-05-29,1412.1600341796875,1414.3512339364067,1402.996558868143,1406.4826358531975,13771917,0.003468033906426582,0.008040643265237003,0.004036593258789847,57.434358781676856,61.71330665938861,25.316760728570216,32.97564577443448,-7.658885045864267,1451.8725098279722,1417.7277465820312,1383.5829833360901,0.048168293705557905,1421.8014892578126,1417.7277465820312,1325.2152197265625,1414.2151885277347,1388.9757938938724,10963542.4,1.2561557658590348,-36.255126953125,-2.5030894405143944,25.314613266263454,1
2025-05-30,1415.2476806640625,1424.9090454066043,1404.0921613404494,1412.3591925541664,13788484,0.0021864706617111818,0.014709004190974685,0.002045151208788792,58.09717182669497,60.423172450797736,23.517637509831047,31.084044121513795,-7.566406611682748,1451.9076769059288,1417.7825256347655,1383.6573743636022,0.04813876691826892,1418.2656127929688,1417.7825256347655,1328.661455078125,1414.3740334717852,1390.921859580553,11002574.55,1.2532052327698155,-35.3587646484375,-2.437516030808773,24.99334689482713,0
2025-06-02,1408.0762939453125,1411.8612262898896,1390.0483195350275,1406.4826830156508,8098668,-0.005067230857700444,0.015491281863530364,0.0011330469609798978,55.919196068094145,59.34924714346232,21.267984337986036,29.12083216480824,-7.852847826822206,1451.0828109546305,1416.906024169922,1382.7292373852133,0.048241430556032375,1415.5663940429688,1416.906024169922,1332.1445458984374,1413.4051504677125,1392.192558422387,10773225.5,0.7517403214107047,-26.9921875,-1.8808989152082178,25.00806219727055,0
2025-06-03,1399.908935546875,1420.8253977642241,1397.8173136420837,1416.6421539546416,11252626,-0.005800366381819577,0.01643541486014753,-0.011811887964123325,53.461098685274735,58.45605176213057,18.611538199052802,27.018973371657154,-8.407435172604352,1451.1095053788904,1416.1390869140625,1381.1686684492347,0.04938839523317246,1413.6640014648438,1416.1390869140625,1335.4642895507814,1411.3288097106606,1392.7641419130898,10631650.95,1.0584081487362977,-19.02392578125,-1.3407206429375096,24.86520662047554,1
2025-06-04,1417.8372802734375,1420.0284799827916,1400.506473605418,1409.0722382665938,8126827,0.012806793550152351,0.013768862371575303,0.006220434814347244,57.841981345571746,57.928770967751845,17.74836102338577,25.164850902002875,-7.4164898786171065,1451.2300198547443,1417.0106079101563,1382.7911959655682,0.04829803214395934,1413.0962768554687,1417.0106079101563,1338.9772583007812,1412.3301128741648,1394.6214114212637,10365983.85,0.7839899345395951,-5.67724609375,-0.39881897856275383,24.526230750149903,1
2025-06-05,1436.662109375,1448.913106617055,1417.9368477633755,1422.3193687346825,13716817,0.013277143550585846,0.021561269453368826,0.010084050710127811,61.8977371190407,58.322675524347275,18.37151785370429,23.806184292343158,-5.4346664386388674,1453.2271954392147,1418.7735656738282,1384.3199359084417,0.04856818677619383,1416.3831420898437,1418.7735656738282,1342.4284741210938,1416.0734969512164,1397.7355371956146,10246515.95,1.3386810762735406,32.86865234375,2.3414165509262785,24.994059006826166,1
2025-06-06,1437.7576904296875,1445.7258660607492,1431.28354772945,1435.2676355449807,8182161,0.0007625878399228903,0.010045029442327673,0.0017349063150589755,62.126102233412986,58.437701755658644,18.737780892034834,22.792503612281493,-4.054722720246659,1449.873643527028,1422.0753784179688,1394.2771133089095,0.03909534688658243,1418.046484375,1422.0753784179688,1345.7581762695313,1419.4095267171351,1400.7001411388792,9972178.8,0.8204988261943317,16.6334228515625,1.1704411240481605,24.240363244288528,1
2025-06-09,1443.0367431640625,1451.70208605586,1439.5506661134996,1451.204075048637,7885125,0.003671726306536005,0.008420728023679254,-0.005627969232584119,63.268491020945206,58.53305704725752,19.232324164215015,22.080467722668196,-2.848143558453181,1451.7386719661044,1422.687939453125,1393.6372069401455,0.040839219490602374,1419.44091796875,1422.687939453125,1348.6805078125,1423.0444830935855,1403.8361857333373,9832731.0,0.8019262400242618,13.9443359375,0.97574767502695,23.504936985851668,0
2025-06-10,1432.777587890625,1448.1163503747662,1430.2875329933524,1444.2318404180787,7913181,-0.007109420686643664,0.012443534524895668,-0.007931034482758614,59.51170378756901,58.59804802242447,18.58222090363506,21.380818358861568,-2.7985974552265063,1452.5861735071517,1423.8234069824218,1395.060640457692,0.04040215434537373,1421.0743896484375,1423.8234069824218,1351.7293310546875,1424.5418838315916,1405.9799933005438,9657995.25,0.8193399142539441,16.334716796875,1.1532210109018726,23.099499871248955,1
2025-06-11,1443.13623046875,1462.7578142878924,1437.3592545136698,1440.0485867347081,8195700,0.007229763129792621,0.01759955798904223,0.0021441246930723836,61.967327907436385,59.1525168775717,18.687448003103555,20.842144287709964,-2.154696284606409,1454.8891006844788,1425.0435302734375,1395.1979598623961,0.041887240322145865,1424.66005859375,1425.0435302734375,1355.2323388671875,1427.4025525450006,1408.7323071648555,9789272.25,0.8372123882855541,35.856689453125,2.5479436322400684,23.59098033739313,0
2025-06-12,1435.865234375,1451.2039968882907,1428.6939248911115,1447.7179200254843,8828114,-0.0050383296741072225,0.01567700885729528,-0.00818715129966456,59.25087067454095,59.334168066858105,17.976906036483797,20.26909663746473,-2.292190600980934,1452.759609868552,1424.416033935547,1396.072458002542,0.03979676619434561,1427.0305786132812,1424.416033935547,1358.4873388671874,1428.7045035957697,1410.7421536248662,9221817.4,0.9573073958285055,23.7052001953125,1.678648285007056,23.513772598806423,0
2025-06-13,1422.2198486328125,1429.7895915718395,1408.6739736495979,1418.335338487147,9757276,-0.009503249619472132,0.014846943630086594,0.0027387811896506914,54.42867882580603,58.96731876676921,16.126827786490594,19.440642867269904,-3.3138150807793103,1448.6692073748625,1422.9967041015625,1397.3242008282625,0.03608230883360876,1427.7277954101562,1422.9967041015625,1361.5311840820314,1427.7068643706993,1411.5923532550844,9257846.45,1.0539466227591192,6.97216796875,0.4926464861245039,23.776450322134686,1
2025-06-16,1432.0804443359375,1436.6621211041454,1418.7337255535563,1421.223780491138,8458093,0.006933242924857197,0.012519126018023807,0.007638954536102423,57.143072291429306,59.08970638910273,15.28015499387925,18.608545292591774,-3.328390298712524,1448.2706270944018,1422.8473022460937,1397.4239773977856,0.035735844328727416,1430.1282104492188,1422.8473022460937,1365.2204516601562,1428.3797228268897,1413.1099896314438,9370961.55,0.9025853915706227,24.004150390625,1.704747853070332,23.358732124167148,0
2025-06-17,1425.506591796875,1442.2398094911548,1420.12817043809,1442.2398094911548,10366599,-0.004590421274910161,0.015511425327884874,-0.011602243665832209,54.799598778885816,59.22355639846385,13.918264654741506,17.67048916502172,-3.7522245102802145,1448.5583271500554,1423.1759887695312,1397.7936503890069,0.03566999244059717,1432.6879760742188,1423.1759887695312,1368.8071240234376,1427.937702668426,1414.0282564585127,9325763.5,1.1116086098473332,25.59765625,1.8285229560307315,23.269654047659845,0
2025-06-18,1424.4110107421875,1437.0605628519918,1420.028489708749,1424.3114328610282,6681735,-0.000768555586478592,0.011957274280243194,6.991299715914316e-05,54.399194993406255,58.879277763247295,12.605247072367774,16.65744074649093,-4.052193674123156,1448.608550168524,1423.2208129882813,1397.8330758080385,0.03567645575241009,1433.3453491210937,1423.2208129882813,1372.4206909179688,1427.395134679774,1414.7973493684146,9353032.05,0.7143923985591388,6.57373046875,0.4636449161135259,22.824112554487197,1
2025-06-19,1427.598388671875,1434.1721095891817,1420.0285241646616,1424.4110453044384,10007230,0.002237681333301822,0.009907257907231301,0.0022376570147666667,55.41975139875325,58.23147919121855,11.687143820484607,15.663381361289666,-3.9762375408050588,1448.2274122151957,1424.4110595703125,1400.5947069254294,0.033440280437119906,1432.4389770507812,1424.4110595703125,1376.9745068359375,1427.4264045247126,1415.7455745020043,9246670.25,1.08225228427498,-9.063720703125,-0.6308874330282155,22.20407490234669,1
2025-06-20,1460.367431640625,1465.148385952672,1422.4190171371765,1425.3075053013417,29010635,0.022953964664555127,0.02925932740604322,0.02459814896706856,64.27256338420536,58.44612530629778,13.448700041496522,15.220445097331037,-1.771745055834515,1454.8026027864948,1426.3732177734375,1397.9438327603802,0.039862477307917275,1434.699951171875,1426.3732177734375,1382.9606005859375,1432.4942548502374,1419.0508972530133,10373457.85,2.796621475644209,22.6097412109375,1.5725696590904947,23.670167324714463,0
2025-06-23,1451.0048828125,1457.9770367383994,1436.2637087352834,1447.2199506188397,5989078,-0.006411091226272259,0.014964338342562137,0.0026153123386959015,60.5715354827946,58.17642975248272,13.92870515096888,14.962097108058606,-1.0333919570897248,1457.8545841406765,1427.4688415527344,1397.0830989647923,0.04257289785028149,1435.4967651367188,1427.4688415527344,1388.4307543945313,1435.3420437675086,1421.4178591463087,10430764.55,0.5741744022014187,7.9681396484375,0.5521785696853687,23.70113558047354,0
2025-06-24,1445.0286865234375,1469.1323689599471,1437.359244595668,1459.1721495093714,16402744,-0.0041186603572820335,0.02198788485003804,-0.009692799434727034,58.265205414521425,58.05177991517796,13.669312240448335,14.703540134536551,-1.0342278940882164,1459.7603598904432,1428.8981323242188,1398.0359047579943,0.0431972397024895,1436.721875,1428.8981323242188,1393.7186352539063,1436.8322964991899,1423.1668093223923,10618881.05,1.5446772520349494,12.2510986328125,0.8550593432194109,24.277706207888222,1
2025-06-25,1461.463134765625,1466.5428226679085,1454.690136506102,1458.1762135192969,7525851,0.0113730948011328,0.008110150629086772,0.0022541317132002596,62.49445500893223,58.10449262532755,14.621318654768174,14.687095838582875,-0.06577718381470099,1463.8833348584258,1431.6073120117187,1399.3312891650116,0.045090609101950244,1438.5545654296875,1431.6073120117187,1398.66587890625,1440.6216562324876,1426.0035741700392,10697943.05,0.7034857976739743,18.326904296875,1.269935845968062,24.08030834621556,1
2025-06-26,1489.3516845703125,1492.8377614283193,1459.2717484446844,1463.2558362824063,14657893,0.019082622846425812,0.02253733173392079,0.017834098208148,68.35485903132121,59.01489146100558,17.42529553183431,15.234735777233162,2.1905597546011464,1475.132992541036,1435.46689453125,1395.8007965214642,0.05526577890566925,1443.9032104492187,1435.46689453125,1403.7495751953124,1448.118583669076,1430.6960267922816,10742241.85,1.3645096810029465,53.4864501953125,3.725032747839596,24.7578586774598,1
2025-06-27,1509.3717041015625,1515.9454247275912,1490.9452978220222,1493.4353527246628,11117052,0.013442103526425164,0.016563267244002075,0.010670934866932784,71.76549595367679,60.74857317379266,21.02060324106742,16.391909270000014,4.628693971067406,1490.1273434412853,1440.173095703125,1390.2188479649647,0.06937256068343862,1452.6183959960938,1440.173095703125,1409.2496069335937,1457.5421406586893,1436.5238547411172,10608670.25,1.047921345278877,87.15185546875,6.127875064641342,24.888993068875436,0
2025-06-30,1494.630615234375,1518.734421010171,1490.0489382705405,1507.7781788170053,8409527,-0.00976637419870141,0.019192355922090027,-0.00871982614375396,66.1151002107218,61.64577596572191,22.42196141426848,17.59791969885371,4.824041715414772,1497.4875432371616,1444.5008117675782,1391.5140802979947,0.07336338067507998,1458.8734130859375,1444.5008117675782,1413.7536181640626,1463.2480598241793,1440.8280592220992,10624213.2,0.7915435093113531,62.5501708984375,4.367783328501651,25.1601709025008,1
2025-07-01,1522.320068359375,1525.3081343971446,1494.132596769193,1494.630607775488,10368523,0.018525950721715922,0.02047896383679018,0.01852595580462401,70.77047296930633,63.24286338476395,25.473215942682145,19.172978947619395,6.30023699506275,1509.5385060829974,1450.6213684082031,1391.7042307334088,0.08123020790662318,1468.5547607421875,1450.6213684082031,1418.3930908203124,1472.3360611372864,1446.864504343379,10580008.05,0.9800108800484324,96.8134765625,6.791513776198332,25.589839954318713,0
2025-07-02,1512.75830078125,1523.9136988316197,1502.6983810571346,1522.3200879079554,6361002,-0.006281049417176665,0.014024261353270166,-0.006281062177827333,67.33039786686439,64.53598367210977,26.81074482973486,20.70053212404249,6.110212705692369,1518.1238493545786,1455.3674194335938,1392.610989512609,0.08624135607681618,1477.3894897460937,1455.3674194335938,1422.9269848632812,1478.5548672363577,1451.7455263017398,10491716.8,0.6062880004538437,88.3472900390625,6.202373428230468,25.2773740843306,0
2025-07-03,1511.76220703125,1525.8060926058627,1506.9812529023668,1514.7502729656235,11283291,-0.0006584619297647087,0.012452249180420689,-0.0019726459124667166,66.96521381633396,65.69052991386783,27.473670298739307,22.05515975898185,5.418510539757456,1525.8162466578206,1459.1224243164063,1392.428601974992,0.09141634893680711,1485.8058715820312,1459.1224243164063,1427.2656567382812,1483.6636887432642,1456.1912063557777,10370040.5,1.0880662423642415,84.163818359375,5.895482863193369,24.816478771413834,1
2025-07-04,1521.2244873046875,1523.913698138102,1511.1645675851503,1517.9375659885409,6603501,0.0062591062466228475,0.008380834426048946,0.002165386370160781,68.70181483775441,66.13345505922275,28.43479186693753,23.33108618057299,5.103705686364542,1534.4184873319532,1463.2957641601563,1392.1730409883594,0.09720895107301437,1491.8915771484376,1463.2957641601563,1431.7617016601562,1489.4422731373293,1461.0084864260673,10291107.5,0.6416705879323484,60.8570556640625,4.1672427325836425,23.954525327237974,1
2025-07-07,1535.367919921875,1538.65484117058,1518.933556847784,1520.5271677380254,7251074,0.009297400045306103,0.012844663527813906,0.009760267687901376,71.14363603955961,67.19066511489925,29.992015163427595,24.66327197714391,5.328743186283685,1544.9187177340793,1467.9123229980469,1390.9059282620144,0.10491961070093819,1500.327880859375,1467.9123229980469,1436.5645190429686,1496.5077572580285,1466.5165926109419,10259404.95,0.7067733494621441,84.363037109375,5.814111179684867,23.652150969777836,0
2025-07-08,1531.4833984375,1538.7544076502807,1524.1128113419518,1529.8897875590692,7171261,-0.0025300264737670997,0.009560401584024351,0.0010416507720947706,69.538949477678,68.3180395212149,30.560396201372214,25.84269682198957,4.717699379382644,1552.8096224057103,1472.8476135253907,1392.885604645071,0.10858150992134692,1508.9733520507812,1472.8476135253907,1439.9270874023437,1501.8886251317933,1471.3289485980943,10222308.95,0.7015304502218161,86.4547119140625,5.982906271712984,23.00853992253148,0
2025-07-09,1512.9573974609375,1544.8301010282516,1504.0927774643353,1530.586937987722,8870660,-0.012096769051145873,0.026925625025715976,-0.01151815691695514,62.31945716715725,68.3005397370374,29.17958472925102,26.51007440344186,2.66951032580916,1556.9015579170132,1476.338671875,1395.775785832987,0.10913876006471543,1514.1227783203126,1476.338671875,1442.3035961914063,1503.5915131824308,1474.4125374027494,10256056.95,0.8649191441941048,51.4942626953125,3.523473255695264,24.274881611201828,0
2025-07-10,1511.16455078125,1518.6347158851345,1501.5031858807802,1513.654605815878,10047129,-0.0011849948205391314,0.011336641000146256,-0.0016450615781570034,61.65238234709706,67.63029206861498,27.62220239084195,26.732500000921878,0.8897023899200711,1559.7819112497175,1480.1036376953125,1400.4253641409075,0.10766580329263026,1516.3040649414063,1480.1036376953125,1444.5386694335937,1504.7565958899415,1477.13490876412,10317007.7,0.9738413784454188,21.8128662109375,1.4645880108048903,23.76464221071272,0
2025-07-11,1489.2520751953125,1508.9733598189127,1484.3716645666439,1505.9852937598653,7234991,-0.014500390162414223,0.016519497042864567,-0.011111143404844525,54.03879215747751,65.85762168899505,24.339244359411396,26.25384887261978,-1.9146045132083849,1558.6239011140833,1483.4552490234375,1408.2865969327918,0.10134266219372574,1514.2921020507813,1483.4552490234375,1446.0406689453125,1502.3712850138447,1478.032476647912,10190893.45,0.709946682839668,-20.11962890625,-1.3329803951920516,23.980945353847964,0
2025-07-14,1477.7977294921875,1494.0329360309418,1473.2160528053016,1486.263916129696,10311846,-0.007691341105986238,0.014086422526033655,-0.005696287547338808,50.52625998657453,64.29873766658031,20.576018958361374,25.1182828897681,-4.542263931406726,1557.2110576608206,1485.74111328125,1414.2711689016792,0.09620780328509562,1512.6088134765625,1485.74111328125,1447.0844970703124,1498.590738010513,1478.0150879697103,10283581.1,1.002748546418329,-16.8328857421875,-1.1262238020962712,23.754940916118834,1
2025-07-15,1479.4910888671875,1490.5469086437597,1476.503022895967,1480.2878335086834,8132454,0.001145866813303309,0.009492376029480387,-0.0005382362966582203,51.03299596903463,62.324989966553154,17.52822124148929,23.60027056011234,-6.072049318623048,1554.4780753440557,1488.4403381347656,1422.4026009254756,0.08873414072080989,1508.3259155273438,1488.4403381347656,1448.369365234375,1495.6523304500013,1478.1244213695234,10171873.85,0.7995040166566754,-42.8289794921875,-2.8134017531769695,23.061294118381255,1
2025-07-16,1479.690185546875,1485.068728397248,1465.6463003598592,1467.1403332858122,10409983,0.000134571057024635,0.013126009908763732,0.00855395491238124,51.0964190342038,60.701592083287096,14.956476084581709,21.871511665006214,-6.9150355804245045,1550.5826342114874,1491.204296875,1431.8259595385125,0.07963809849652657,1505.0191040039062,1491.204296875,1449.9550317382811,1493.1966158495204,1478.240403901179,10358286.25,1.004990859371163,-33.068115234375,-2.1859483578637318,22.801375112596077,0
2025-07-17,1470.52685546875,1483.674296790977,1468.0368005528198,1481.4830970988435,11854613,-0.006192735592645882,0.010633941284378988,-0.007395455035260845,48.01404067557607,58.806474769211306,12.040153962999511,19.905240124604873,-7.865086161605362,1546.1117609284438,1493.3507202148437,1440.5896795012436,0.07066128538915431,1500.8955688476562,1493.3507202148437,1451.337509765625,1489.7089604063249,1477.6690299432212,10450655.4,1.1343415839737667,-41.2353515625,-2.7276347676051915,22.289669478707584,0
2025-07-18,1470.12841796875,1478.8934598804974,1463.2558421043927,1478.8934598804974,10296318,-0.0002709488089376322,0.010636905990641876,-0.005926756828348991,47.8787928681068,56.72417257224654,9.5862922841186,17.841450556507617,-8.255158272389018,1545.540319294579,1493.83876953125,1442.137219767921,0.06921971877802098,1495.7859619140625,1493.83876953125,1453.3056494140626,1486.6965692620827,1477.1104660932604,9514939.55,1.0821212206229938,-51.0960693359375,-3.3588776516784713,21.81452292852166,0
2025-07-21,1422.9169921875,1470.128458883213,1417.4388712363768,1459.1722169809668,22442744,-0.032113810742112725,0.037029277137125595,-0.02484643304714164,35.21934326983584,53.131743295274156,3.788351963025434,15.03083083781118,-11.242478874785746,1549.9164790147568,1492.434375,1434.9522709852433,0.07703133213446214,1484.540869140625,1492.434375,1453.1482788085937,1476.8843266352237,1473.0961346928336,10337622.85,2.170977247443304,-112.450927734375,-7.324037859283717,24.01988469411555,0
2025-07-22,1407.179931640625,1426.2039275426996,1405.0881881707605,1421.721828538219,20396320,-0.011059717912765832,0.015005713837405513,-0.010228369998753942,32.16629381614376,49.39447772912074,-2.052744024054846,11.614115865437975,-13.666859889492821,1556.071099939485,1490.5419372558595,1425.0127745722339,0.08792662728331832,1472.1105224609375,1490.5419372558595,1453.0905126953126,1466.1605735591315,1468.2134529852626,10537301.65,1.93563026640696,-124.303466796875,-8.116540272241668,23.812445742531516,1
2025-07-23,1418.932861328125,1420.3273163904719,1408.7734859597779,1420.3273163904719,8354596,0.008352115762336965,0.008142619531610247,-0.0009817843015866628,36.587441927468696,46.821276205151875,-5.668152540011761,8.157662184348029,-13.82581472435979,1560.0564699235204,1488.4154235839844,1416.7743772444485,0.09626485348697887,1462.7080688476562,1488.4154235839844,1453.0944946289062,1458.8947716774383,1464.5630387884376,10578738.9,0.789753493207021,-94.0245361328125,-6.214618884220114,23.05065567162547,0
2025-07-24,1397.3192138671875,1417.3392306864348,1390.4466381154343,1413.554298653669,14740507,-0.015232325679389147,0.01924584755159358,-0.01148529264276908,32.40467387572334,43.89650535801451,-10.160308838115498,4.494067979855323,-14.654376817970821,1565.7117141371125,1483.8138000488282,1401.9158859605438,0.11038839790489789,1451.32353515625,1483.8138000488282,1452.0725756835936,1449.4216089373997,1459.5820147201969,10582869.6,1.3928648426320966,-113.8453369140625,-7.533616167425716,23.438910495987272,0
2025-07-25,1386.1636962890625,1395.4267490386208,1378.593953801798,1393.3351272649268,11854722,-0.007983514051346452,0.012143439683124166,-0.005146953403766948,30.46856371984482,41.53948251425124,-14.453916356102809,0.7044711126636969,-15.158387468766506,1568.932824837519,1477.6533996582032,1386.3739744788872,0.12354646252014148,1441.014697265625,1477.6533996582032,1450.783720703125,1439.689622376117,1454.143620762335,10619753.1,1.116289793968939,-103.08837890625,-6.922157814870267,23.102221179515997,0
2025-07-28,1382.080078125,1402.199795115413,1379.490445288333,1386.7614543919697,7748361,-0.002945985510221405,0.016431283676332842,-0.0033757617448505087,29.767425299423174,39.4635990455361,-17.97889558862653,-3.0322022275943485,-14.94669336103218,1571.8981112630029,1472.0258728027343,1372.1536343424657,0.13569359113248744,1431.4429321289062,1472.0258728027343,1449.7239526367186,1430.826615568253,1448.805580566977,10586694.8,0.7318961343818091,-95.7176513671875,-6.4770468553960185,23.074158940056293,1
2025-07-29,1411.4627685546875,1414.550412474214,1377.4984422704579,1377.4984422704579,10750072,0.02125975975975969,0.026250759870695476,0.024656526092507243,40.39565266460053,38.39986471509269,-18.191825430672907,-6.06412686821006,-12.127698562462847,1566.878462409588,1466.4830078125,1366.087553215412,0.13692003802600386,1424.6401000976562,1466.4830078125,1449.57455078125,1427.8475621815505,1446.0394463438445,10605772.25,1.0136057749118645,-68.0283203125,-4.598089223003543,24.072574030320567,0
